project_id,name,coingecko-id,description,token_image_url,ticker,website_url,webapp_url,contract_url,coingecko_url,llama_url,rekt_url,dune_url,whitepaper_url,github_url,docs_url,twitter_url,discord_url,telegram_url,medium_url,video_url,chain1,chain2
81,Defi llama,,DefiLlama is committed to accurate data without ads or sponsored content and transparency. They list DeFi projects from all chains.,,,https://defillama.com/home,,,,,,,,,,https://twitter.com/defillama,https://discord.com/invite/buPFYXzDDd,,,,,
82,DeFi Llama NFT Dashboard,,"DeFi Llama's NFT Dashboard tracks total volume, daily volume and 24/hr change of NFT projects across multiple blockchains.",,,https://defillama.com/nfts,,,,,,,,,https://defillama.com/docs/api,https://twitter.com/DefiLlama,https://discord.com/invite/buPFYXzDDd,,,,,
83,DeFi Saver,,"DeFi Saver is a one-stop dashboard for creating, managing and tracking your DeFi positions.",,,https://defisaver.com/,,,,,,,,https://github.com/DecenterApps/,,https://twitter.com/defisaver,https://discord.com/invite/XGDJHhZ,,,,,
84,Defiant,,Defiant is a journalistic platform that keeps its audience up to date with the lastest events happening in the cryptocurrency space.,,,https://thedefiant.io/,,,,,,,,,,https://twitter.com/DefiantNews,,,,,,
85,DeFiSafety,,DeFi Safety is an independent ratings organization that evaluates Decentralized Finance products to produce an overarching security score based on transparency and adherence to best practices.,,,https://www.defisafety.com/,,,,,,,,,,ttps://twitter.com/DefiSafety,ttps://discord.com/invite/pzUw5V2E65,https://t.me/joinchat/qU8a07WUG1Q3YTBh,https://medium.com/defi-safety,,,
87,Deribit insights,,Deribit Insights (subsidiary of Deribit Exchange) is a journalistic platform that keeps its audience up to date with the lastest events happening in the cryptocurrency space.,,,https://insights.deribit.com/,https://www.deribit.com/futures/BTC-PERPETUAL,,,,,,,,,https://twitter.com/DeribitExchange,,,,,,
88,derpa,,"The DERP tool from HOPR duplicates the functionality of a typical RPC provider, but it makes explicit the sheer amount of identifying data these services expose.",,,https://derp.hoprnet.org/,,,,,,,,,,,,,https://medium.com/hoprnet/intro-to-d-e-r-p-9e09a5e54904,,,
89,Devansh Batham,,Genesis 0x01: Simplified Roadmap for Blockchain Security,,,https://devansh.xyz/blockchain-security/2021/09/17/genesis-0x01.html,,,,,,,,,,,,,,,,
90,DEX Screener,,DEX Screener is a platform that enables traders to visualise price action and chart exotic assets on multiple blockchains,,,https://dexscreener.com/,,,,,,,,,,https://twitter.com/dexscreener,https://discord.com/invite/ARbh55A472,https://telegram.me/dexscreenerchat,,,,
91,dex tools,,"Search for new pools, add or remove liquidity in a pair, find the best gems and avoid the scams. Follow the best pairs through this tool with real-time graphics and transactions, add your pairs to favorites and much more. Follow the most relevant swaps. View and interact with multiple pairs on a single screen. Save, track and research wallets. ",,,https://www.dextools.io/,https://www.dextools.io/app/,,,,,,,,,https://twitter.com/DEXToolsApp,https://discord.com/invite/PnycaVp,https://t.me/DEXToolsCommunity,https://dextools.medium.com/,,,
92,dForce,dforce-token,"dForce is a platform that advocates for building an integrated and interoperable open finance protocol matrix covering  lending (global liquidity pool, yield markets), assets (stablecoin, synthetic asset, etc), and trading (liquidity aggregator, AMM).",https://assets.coingecko.com/coins/images/9709/small/xlGxxIjI_400x400.jpg?1571006794,DF,https://dforce.network/,,https://etherscan.io/address/0x431ad2ff6a9c365805ebad47ee021148d6f7dbe0,https://www.coingecko.com/en/coins/dforce-token,https://defillama.com/protocol/dforce,,,,https://github.com/dforce-network,https://docs.dforce.network/,https://twitter.com/dforcenet,https://discord.com/invite/Gbtd3MR,https://t.me/dforcenet,,,,
93,dhedge,dhedge-dao,Socialized Asset Management. Find the best investment managers and automated strategies in DeFi.,https://assets.coingecko.com/coins/images/12508/small/dht.png?1600752201,DHT,https://www.dhedge.org/,,,https://www.coingecko.com/en/coins/dhedge-dao,https://defillama.com/protocol/dhedge,,,,https://github.com/dhedge,,https://twitter.com/dHedgeOrg,https://discord.com/invite/BAWTbRA,https://t.me/dhedge,https://medium.com/dhedge-org,,,
94,DNS checker,,Check DNS Propagation worldwide. DNS Checker provides name server propagation check instantly. Changed nameservers so do a DNS lookup and check if DNS and nameservers have propagated.,,,https://dnschecker.org/,,,,,,,,,,,,,,,,
95,Dodo,dodo,"DODO is a decentralized exchange platform powered by the Proactive Market Maker (PMM) algorithm. It features highly capital-efficient liquidity pools that support single-token provision, reduce impermanent loss, and minimize slippage for traders. The trading platform also offers SmartTrade, a decentralized liquidity aggregation service that routes to and compares various liquidity sources to quote the optimal swap rate between any two token.",https://assets.coingecko.com/coins/images/12651/thumb/dodo_logo.png?1601433025,DODO,https://dodoex.io/,https://app.dodoex.io/exchange/ETH-USDC?network=mainnet,https://dodoex.github.io/docs/docs/deployedInfo/,https://www.coingecko.com/en/coins/dodo,https://defillama.com/protocol/dodo,,,https://dodoex.github.io/docs/docs/whitepaper/,https://github.com/DODOEX,https://dodoex.github.io/docs/docs/,https://twitter.com/BreederDodo,https://discord.com/invite/tyKReUK,https://t.me/dodoex_official,https://medium.com/dodoex,,,
96,Doki doki,doki-doki-finance,Doki doki is a decentralized #NFT Vending Machine | Make collecting fun & inspire digital creations,https://assets.coingecko.com/coins/images/12759/thumb/doki_logo.png?1602338064,DOKI,https://dokidoki.finance/,,,https://www.coingecko.com/en/coins/doki-doki,https://defillama.com/protocol/doki-doki-finance,,,,,,https://twitter.com/dokidokifinance,,,,,,
97,Dracula,dracula-token,"Dracula Protocol is a decentralized finance (DeFi) tool and application that streamlines, aggregates & compounds yield across the leading farming platforms. The application is a one-stop-shop offering a wide spectrum of DeFi yield opportunities, where users save time & money, and maximize their yield farming returns.",https://assets.coingecko.com/coins/images/12758/small/dracula_protocol.png?1602316655,DRC,https://landing.dracula.sucks/,https://app.dracula.sucks/,,https://www.coingecko.com/en/coins/dracula-token,https://defillama.com/protocol/dracula,,,,https://github.com/Dracula-Protocol,https://dracula-protocol.gitbook.io/dracula-protocol,https://twitter.com/DraculaProtocol,https://discord.com/invite/Br6x4rPyVM,https://t.me/DraculaProtocol,https://draculaprotocol.medium.com/,,,
98,Drips,,"An 💎 Ethereum protocol for generating 📮 recurring income, with subscriptions and NFT 🎟 memberships",,,https://www.drips.network/,,,,,,,,,https://docs.drips.network/docs/whats-a-drip.html,,https://discord.com/invite/9HngY3wjWd,,,,,
99,Drops Tab,,"DropsTab is an Independent Cryptocurrency Market Tracker for analytics and portfolio with a full token cycle support, sophisticated tools for tracking and monitoring.",,,https://dropstab.io/,https://dropstab.com/,,,,,,,,,https://twitter.com/Dropstab_com,,,,,,
100,Dune analytics,,Dune Analytics is a platform that aggregates multiple datasets and creates indicators about protocols in the DeFi space.,,,https://duneanalytics.com/,,,,,,,,https://github.com/duneanalytics,,https://twitter.com/DuneAnalytics,https://discord.com/invite/ErrzwBz,,,,,
101,dYdX,dydx,"dYdX is a leading decentralized exchange that currently supports perpetual, margin trading, and spot trading, as well as lending, and borrowing. dYdX runs on smart contracts on the Ethereum blockchain, and allows users to trade with no intermediaries.",https://assets.coingecko.com/coins/images/17500/small/hjnIm9bV.jpg?1628009360,DYDX,https://dydx.exchange/,https://trade.dydx.exchange/,https://etherscan.io/token/0x92D6C1e31e14520e676a687F0a93788B716BEff5,https://www.coingecko.com/en/coins/dydx,https://defillama.com/protocol/dydx,,https://dune.xyz/projects/dydx,https://whitepaper.dydx.exchange/,https://github.com/dydxprotocol/,https://docs.dydx.exchange/#general,https://twitter.com/dydxprotocol,https://discord.com/invite/Tuze6tY,,https://medium.com/dydxderivatives,,,
102,Edge,,Edge is a multi-asset supported cryptocurrency wallet that enables users to safely store their assets on a single platform. Edge also offers the ability for users to swap assets between eachother as well as onboard fiat into the cryptocurrency ecosystem.,,,https://edge.app/,,,,,,,,https://github.com/EdgeApp,,https://twitter.com/edgewallet,https://discord.com/invite/hntBJXpu9e,,,,,
103,Enzyme,,"Enzyme is a decentralised asset management infrastructure built on Ethereum. Using Enzyme Smart Vaults, individuals and communities can build, scale and monetise investment (or execution) strategies that employ the newest innovations in decentralised finance. Enzyme allows anyone to build, scale and monetise non-custodial Smart Vaults which can be used for creating interesting investment strategies - from discretionary and robo to ETF’s, market making, lending, yield farming and more.",,,https://enzyme.finance/,,,,,,,,https://github.com/enzymefinance,https://docs.enzyme.finance/,https://twitter.com/enzymefinance,https://discord.com/invite/wmCTFqAxDM,https://t.me/enzymefinance,,,,
104,epicenter,,"Epicenter is the OG of crypto podcasts, making sense of cryptocurrencies and blockchain since before they were cool. Through interviews with founders and buidlers, we explore the technical, economic and social implications of this game-changing industry.",,,https://epicenter.tv/,,,,,,,,,,https://twitter.com/EpicenterBtc,,,https://epicenter.tv/blog/,,,
105,Eth burned,,The more Ethereum is used... the more ETH is burned,,,https://ethburned.info/,,,,,,,,,,https://twitter.com/dmihal,,,,,,
106,eth tps,,historical TPS and gas data,,,https://ethtps.info/,,,,,,,,https://github.com/Mister-Eth/ETHTPS,,https://twitter.com/ethtps,https://discord.com/invite/jWPcsTzpCT,,,,,
107,ETH.Build,,An Educational Sandbox For Web3... And Much More. 👉Drag-and-Drop Programming 🧩 Open Source Building Blocks 🧐 Visually Understand How Ethereum Works,,,https://eth.build/,https://sandbox.eth.build/,,,,,,,,,https://twitter.com/austingriffith,,,,,,
108,Ethereum,ethereum,Ethereum is open access to digital money and data-friendly services for everyone – no matter your background or location. It's a community-built technology behind the cryptocurrency ether (ETH) and thousands of applications you can use today,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Ethereum-icon-purple.svg/1200px-Ethereum-icon-purple.svg.png,ETH,https://ethereum.org/en/,,,,https://defillama.com/chain/Ethereum,,,,https://github.com/ethereum,,https://twitter.com/ethdotorg,https://discord.com/invite/CetY6Y4,,,,,
109,Ethereum Name Service,,"Decentralised naming for wallets, websites, and more",,,https://ens.domains/,,,,,,,,https://github.com/ensdomains,,https://twitter.com/ensdomains,,,https://medium.com/the-ethereum-name-service,,,
110,Ethereum nodes,,Dashboard of all Ethereum nodes and their current status,,,https://ethereumnodes.com/,,,,,,,,,,https://twitter.com/dmihal,,,,,,
111,Ethereum security,,A comprehensive framework to Ethereum smart contract security,,,https://cosimo.gitbook.io/ethereum-security/,,,,,,,,,,,,,,,,
113,Ethers-io,,The ethers.js library aims to be a complete and compact library for interacting with the Ethereum Blockchain and its ecosystem. It was originally designed for use with ethers.io and has since expanded into a more general-purpose library,,,https://github.com/ethers-io,,,,,,,,,,https://twitter.com/ethersproject,,,,,,
114,Etherscan,,"Etherscan is the leading BlockChain Explorer, Search, API and Analytics Platform for Ethereum, a decentralized smart contracts platform. Built and launched in 2015 it is one of the earliest and longest running independent project built around Ethereum and its community with the mission of providing equitable access to blockchain data.",,,https://etherscan.io/,,,,,,,,,,https://twitter.com/etherscan,,,,,,
115,Evmos,,"Evmos leverages the Cosmos SDK serves as the first IBC-compatible EVM-based chain, bringing composability, interoperability, and fast finality to Ethereum.",,,https://evmos.org/,,,,,,,,https://github.com/tharsis/evmos,https://evmos.dev/,https://twitter.com/EvmosOrg,,https://t.me/EvmosOrg,https://evmos.blog/,,,
116,Fairmint,,"With Fairmint, founders can launch a continuous securities offering based on a fixed percentage of their company's equity. Such offerings enable stakeholders to buy and earn convertible securities at any single time, directly from the company's website.",,,https://fairmint.co/,,,,,,,,https://github.com/fairmint/,,https://twitter.com/FairmintCO,,,,,,
117,fees.wtf,,"You've spent 🤔 on gas. Right now, that's 🤔. You used 🤔 gas to send 🤔 transactions, with an average price of 🤔 gwei. 🤔 of them failed, costing you 🤔.",,,https://fees.wtf/,,,,,,,,,,https://twitter.com/feeswtf,,,,,,
118,Foundation,,Foundation is a NFT exchange platform that allows users to buy and sell NFTs on the ethereum network.,,,https://foundation.app,,,,,,,,,,https://twitter.com/withfnd,,,,,,
119,foundry,,"Foundry is a blazing fast, portable and modular toolkit for Ethereum application development written in Rust",,,https://github.com/gakonst/foundry,,,,,,,,,,,,,,,,
120,Frame wallet,,"A privacy focused Ethereum wallet that runs natively on macOS, Windows and Linux",,,https://frame.sh/,,,,,,,,https://github.com/floating/frame,,https://twitter.com/0xFrame,https://discord.com/invite/UH7NGqY,,,,,
121,frax finance,frax,,https://assets.coingecko.com/coins/images/13422/small/frax_logo.png?1608476506,FRAX,https://frax.finance/,,,https://www.coingecko.com/en/coins/frax,,,https://dune.xyz/projects/frax,https://docs.frax.finance/,https://github.com/FraxFinance/,https://docs.frax.finance/overview,https://twitter.com/fraxfinance,,https://t.me/fraxfinance,https://fraxfinancecommunity.medium.com/,,,
122,FTX,ftx-token,"FTX is a cryptocurrency exchange built by traders, for traders. FTX offers products including industry-first derivatives, options, volatility products and leveraged tokens. FTX aims to develop a platform robust enough for professional trading firms and intuitive enough for first-time users.",https://i.imgur.com/yQDvfFn.png,FTT,https://ftx.com/,,,https://www.coingecko.com/en/coins/ftx-token,,,,https://ftx.com/static/media/ftt-white-paper.92bb0d80.pdf,,,https://twitter.com/FTX_Official,,https://t.me/FTX_Official,https://ftx.medium.com/,,,
123,Gabriel Haines,,Gabriel Haines is a public figure who creates both short and long form content to educate people about the cryptocurrency space,,,http://YouTube.com/gabrielhaines,,,,,,,,,,https://twitter.com/gabrielhaines,,,,,,
124,Gate io,,Gate.io is an unregulated altcoin exchange,https://www.gate.io/images/gateio.svg,,https://www.gate.io/signup/3303835,,,,,,,,,,https://twitter.com/gate_io,,,,,,
125,gearbox,gearbox,"Gearbox Protocol allows anyone to get leverage in a decentralized way and use it across various other protocols in a composable way: margin trading, leverage farming, and more!",https://assets.coingecko.com/coins/images/21630/small/gear.png?1640330291,GEAR,https://gearbox.fi/,https://app.gearbox.fi/pools,https://dev.gearbox.fi/contracts/deployed-contracts,https://www.coingecko.com/en/coins/metis-token,https://defillama.com/protocol/gearbox,,,,https://github.com/Gearbox-protocol,https://docs.gearbox.finance/,https://twitter.com/GearboxProtocol,https://discord.com/invite/jJuABVH9Pg,,https://medium.com/gearbox-protocol,,,
126,Gemini,,"Gemini is a regulated cryptocurrency exchange, wallet, and custodian that makes it simple and secure to buy bitcoin, ether, and other cryptocurrencies. They are a licensed New York trust company that undergoes regular bank exams and is subject to the cybersecurity audits conducted by the New York Department of Financial Services",https://s2.coinmarketcap.com/static/img/coins/200x200/3306.png,,https://gemini.com/share/86yng7t9,,,,,,,,,,https://twitter.com/Gemini,,,,,,
127,Gemini cryptopedia,,"Cryptopedia is a platform where experts can deliver a deeper level of knowledge about their crypto projects. Learn about some of the most prominent, promising, and innovative crypto protocols in the world directly from the people that created them. ",,,https://www.gemini.com/cryptopedia,,,,,,,,,,https://twitter.com/Gemini,,,,,,
128,Get block,,"GetBlock is a blockchain nodes provider. Connect to Bitcoin, Ethereum, Binance Smart Chain and other nodes with JSON-RPC, REST and WebSockets APIs","https://res.cloudinary.com/practicaldev/image/fetch/s--w47F9dJZ--/c_fill,f_auto,fl_progressive,h_320,q_auto,w_320/https://dev-to-uploads.s3.amazonaws.com/uploads/user/profile_image/488641/e44bcbd3-4b23-4235-98c0-0771a1e54ecc.png",,https://getblock.io/,,,,,,,,,https://loomx.io/developers/en/intro-to-loom.html,https://twitter.com/getblockio,https://discord.com/invite/T2hbgqfEnv,https://t.me/getblockio_eng,,,,
129,Gitcoin Earn,,"Millions of dollars flow into projects on Gitcoin. Earn by participating in sponsored hackathons, bounties, and funded community grants.",,,https://gitcoin.co/earn,,,,,,,,https://github.com/gitcoinco/,,https://twitter.com/gitcoin,https://discord.com/invite/gitcoin,,,,,
130,Gitcoin quests,,"Gitcoin Quests is a fun, gamified way to learn about the web3 ecosystem, compete with your friends, earn rewards, and level up your decentralization-fu! Explore. Learn. Battle Baddies. Win Rewards.",,,https://gitcoin.co/quests,,,,,,,,,,https://twitter.com/txstreetCom,https://discord.com/invite/pFeHv623D7,,,,,
131,Graph protocol,the-graph,"The Graph is an indexing protocol for querying networks like Ethereum and IPFS. Anyone can build and publish open APIs, called subgraphs, making data easily accessible.",https://miro.medium.com/fit/c/160/160/1*uOUrHJwAlNPBiGzl3slkWw.png,GRT,https://thegraph.com/,https://thegraph.com/explorer,,https://www.coingecko.com/en/coins/the-graph,,,,,https://github.com/graphprotocol,https://thegraph.com/docs/en/,https://twitter.com/graphprotocol,https://discord.com/invite/vtvv7FP,https://t.me/graphprotocol,,,,
132,Hakka Finance,hakka-finance,Hakka Finance is a Decentralized Autonomous Organization (DAO) aiming to build a suite of Decentralized Finance (DeFi) products.,https://assets.coingecko.com/coins/images/12163/small/Hakka-icon.png?1597746776,HAKKA,https://hakka.finance/,https://hakka.finance/products,https://etherscan.io/token/0x0E29e5AbbB5FD88e28b2d355774e73BD47dE3bcd,https://www.coingecko.com/en/coins/hakka-finance,https://defillama.com/protocol/hakka-finance,,,,https://github.com/hakkafinance,https://hakka-finance.gitbook.io/hakka-wiki/,https://twitter.com/hakkafinance,https://discord.com/invite/zYfqpUQ,https://t.me/hakkafinance,https://hakkafinance.medium.com/,,,
133,Hardhat,,"Hardhat is a development environment to compile, deploy, test, and debug your Ethereum software. It helps developers manage and automate the recurring tasks that are inherent to the process of building smart contracts and dApps, as well as easily introducing more functionality around this workflow. This means compiling, running and testing smart contracts at the very core.",,,https://hardhat.org/,,,,,,,,https://github.com/nomiclabs/hardhat,,https://twitter.com/HardhatHQ,https://discord.com/invite/TETZs2KK4k,,,,,
134,Harvest Finance,harvest-finance,"Harvest is an international cooperative of humble farmers pooling resources together in order to earn DeFi yields. When farmers deposit, Harvest automatically farms the highest yields with these deposits using the latest farming techniques.",https://assets.coingecko.com/coins/images/12304/thumb/Harvest.png?1613016180,FARM,https://harvest.finance/,https://harvest.finance/,https://etherscan.io/token/0xa0246c9032bC3A600820415aE600c6388619A14D,https://www.coingecko.com/en/coins/harvest-finance,https://defillama.com/protocol/harvest-finance,,,,https://github.com/harvest-finance,https://farm.chainwiki.dev/en/home,https://twitter.com/harvest_finance,https://discord.com/invite/R5SeTVR,https://t.me/Breadforthepeople,https://medium.com/harvest-finance,,,
135,hBTC,huobi-btc,"Launched by Huobi Global and deployed on the Ethereum network, Huobi BTC (HBTC)token aims to promote the growth of the decentralized marketplace by injecting Bitcoin (BTC), the largest and most liquid asset, into the decentralized finance (DeFi) eco-system. ",https://assets.coingecko.com/coins/images/12407/small/Unknown-5.png?1599624896,HBTC,https://www.hbtc.finance/,,https://etherscan.io/token/0x0316EB71485b0Ab14103307bf65a021042c6d380,https://www.coingecko.com/en/coins/huobi-btc,https://defillama.com/protocol/hbtc,,,https://www.htokens.finance/static/pdf/whitepaper-en.pdf,,,https://twitter.com/HuobiGlobal,,https://t.me/huobiglobalofficial,,,,
136,Hegic,hegic,Hegic is a decentralized on-chain protocol which allows users to purchase American call and put options on Ether (ETH) and Wrapped Bitcoin (WBTC). They may also choose to act as liquidity providers...,https://assets.coingecko.com/coins/images/12454/small/new.png?1628668523,HEGIC,https://www.hegic.co/,https://www.hegic.co/app.html#/,https://etherscan.io/token/0x584bc13c7d411c00c01a62e8019472de68768430,https://www.coingecko.com/en/coins/hegic,https://defillama.com/protocol/hegic,,,https://www.hegic.co/assets/img/f833742b60c73b71520647d2594733b8.pdf,https://github.com/hegic,,https://twitter.com/HegicOptions,https://discord.com/invite/znjdj8q,https://t.me/HegicOptions,https://medium.com/hegic,,,
137,Hot contracts,,View trending Ethereum contracts,,,https://hot-contracts.vercel.app/,,,,,,,,,,,,,,,,
138,How to NFT,,"A book written for beginners with step-by-step guides on how to buy, sell, store, and mint NFTs.",,,https://landing.coingecko.com/how-to-nft/,,,,,,,,,,https://twitter.com/coingecko,,,,,,
139,Idle Finance,idle,"Idle is a decentralized yield platform on the Ethereum platform that uses automated rebalancing among DeFi protocols in order to optimize return to for its users. Users are allowed the option to choose between high risk, high return (max yield) or adjust to a lower risk using the RiskAdjusted allocation strategy.",https://assets.coingecko.com/coins/images/13286/small/token-logo.png?1607004948,IDLE,https://idle.finance/#/,https://idle.finance/#/dashboard/best,https://etherscan.io/token/0x875773784af8135ea0ef43b5a374aad105c5d39e,https://www.coingecko.com/en/coins/idle,https://defillama.com/protocol/idle-finance,,,,https://github.com/Idle-Labs/,https://developers.idle.finance/,https://twitter.com/idlefinance,https://discord.com/invite/mpySAJp,https://t.me/idlefinance,https://idlefinance.medium.com/,,,
140,Indexed finance,indexed-finance,"Indexed Finance is a project focused on the development of passive portfolio management strategies for the Ethereum network. Indexed Finance is managed by the holders of its governance token NDX, which is used to vote on proposals for protocol updates and high level index management such as the definition of market sectors and the creation of new management strategies.",https://assets.coingecko.com/coins/images/13546/thumb/indexed-light.74bb5471.png?1609712728,NDX,https://indexed.finance/,https://indexed.finance/,https://etherscan.io/token/0x86772b1409b61c639eaac9ba0acfbb6e238e5f83,https://www.coingecko.com/en/coins/indexed-finance,https://defillama.com/protocol/indexed-finance,,,,https://github.com/indexed-finance,https://github.com/indexed-finance/docs,https://twitter.com/ndxfi,https://discord.com/invite/jaeSTNPNt9,https://t.me/ndxfi,https://ndxfi.medium.com/,,,
141,Infura,,"The foundation for decentralized apps. Fast, high availability Ethereum infrastructure. Connect your app instantly, with a single line of code",https://static.blockgeeks.com/wp-content/uploads/2020/03/infura_logo_black.png,,https://infura.io/,,,,,,,,https://github.com/INFURA,,https://twitter.com/infura_io,,,,,,
142,Instadapp,instadapp,The Instadapp protocol ('DSL') acts as the middleware that aggregates multiple DeFi protocols into one upgradable smart contract layer.,https://assets.coingecko.com/coins/images/14688/small/30hFM0-n_400x400.jpg?1617786420,INST,https://instadapp.io/,https://defi.instadapp.io/,https://etherscan.io/token/0x6f40d4A6237C257fff2dB00FA0510DeEECd303eb,https://www.coingecko.com/en/coins/instadapp,https://defillama.com/protocol/instadapp,,,,https://github.com/instadapp,https://docs.instadapp.io/,https://twitter.com/instadapp,https://discord.com/invite/C76CeZc,,,,,
143,Into the Bytecode,,Into the Bytecode is a podcast about the ideas shaping crypto. Sina Habibian previously led engineering at a Layer 2 protocol and worked on ecosystem development at the Ethereum Foundation.,,,https://podcasts.apple.com/us/podcast/into-the-bytecode/id1585505621,,,,,,,,,,https://twitter.com/sinahab,,,,,,
144,Kava,kava,"Kava Chain is a decentralized, permissionless, censorship-resistant blockchain built with the Cosmos SDK. This means it operates much like other Cosmos ecosystem blockchains, and is designed to be interoperable between chains.",https://assets.coingecko.com/coins/images/9761/small/Kava-icon.png?1585636197,KAVA,https://www.kava.io/,https://app.kava.io/,,https://www.coingecko.com/en/coins/kava,https://defillama.com/protocol/kava,,,,https://github.com/Kava-Labs,https://docs.kava.io/,https://twitter.com/kava_platform,,https://t.me/kavalabs,https://medium.com/kava-labs,,,
145,KEEP Network,keep-network,"Keep is the privacy-focused infrastructure behind tBTC, the only truly decentralized solution for Bitcoin on Ethereum.",https://assets.coingecko.com/coins/images/3373/small/IuNzUb5b_400x400.jpg?1589526336,KEEP,https://keep.network/,https://dashboard.keep.network/,https://etherscan.io/token/0x85eee30c52b0b379b046fb0f85f4f3dc3009afec,https://www.coingecko.com/en/coins/keep-network,https://defillama.com/protocol/keep-network,,https://dune.xyz/projects/keep,,https://github.com/keep-network,,https://twitter.com/keep_project,https://discord.com/invite/wYezN7v,https://t.me/KeepNetworkOfficial,,,,
146,KeeperDAO,rook,"KeeperDAO is building a decentralized protocol for Keepers that will help make Ethereum a more secure, egalitarian, and profitable network for all. In the meantime, enjoy their innovative suite of DeFi primitives. Trade, Borrow, and Earn without exposing yourself to predatory MEV bots that roam the Dark Forest that is Ethereum's public mempool.",https://assets.coingecko.com/coins/images/13005/small/keeper_dao_logo.jpg?1604316506,ROOK,https://www.keeperdao.com/,https://app.keeperdao.com/trade,https://etherscan.io/token/0xfa5047c9c78b8877af97bdcb85db743fd7313d4a,https://www.coingecko.com/en/coins/keeperdao,https://defillama.com/protocol/keeperdao,,https://dune.xyz/shadow/KeeperDAO,https://github.com/keeperdao/whitepaper/blob/main/whitepaper.pdf,https://github.com/keeperdao,https://docs.keeperdao.com/reference/,https://twitter.com/Keeper_DAO,https://discord.com/invite/3JUgvyyNhA,,https://medium.com/keeperdao,,,
147,Kyber,kyber-network-crystal,Kyber Network is a blockchain-based liquidity hub that connects liquidity from a wide range of sources to power instant and secure crypto exchange in any decentralized application.,https://cryptologos.cc/logos/kyber-network-knc-logo.png,KNC,https://kyber.network/,https://kyberswap.com/swap,,https://www.coingecko.com/en/coins/kyber-network-crystal,https://defillama.com/protocol/kyber,,https://dune.xyz/projects/kyber,https://files.kyber.network/Kyber_Protocol_22_April_v0.1.pdf,https://github.com/kybernetwork,https://developer.kyber.network/docs/Katalyst-Intro/,https://twitter.com/kybernetwork,https://discord.com/invite/HdXWUb2pQM,https://t.me/officialkybernetwork,https://medium.com/@kyberteam,,,
148,L2 beat,,"L2BEAT was created to provide transparent and verifiable insights into emerging layer two (L2) technologies which, in line with the rollup-centric Ethereum scaling roadmap are aimed at scaling Ethereum.",,,https://l2beat.com/?view=risk,,,,,,,,https://github.com/l2beat/l2beat,,https://twitter.com/l2beatcom,https://discord.com/invite/eaVKXPmtWk,,,,,
149,Ledger,,"Buy, exchange and grow your crypto securely with a Ledger hardware wallet, combined with the Ledger Live app. It’s never been easier to keep your crypto safe and accessible.",,,https://www.ledger.com/,,,,,,,,,,https://twitter.com/Ledger,,,,,,
150,Liquidity folio,,Like-for-like comparisons and forecasts across $15B+ of liquidity pools assets,,,https://www.liquidityfolio.com/,,,,,,,,,,https://twitter.com/federiconitidi,,,,,,
151,Local cryptos,,Where people buy and sell crypto using any payment method.,,,https://localcryptos.com/,,,,,,,https://whitepaper.localcryptos.com/,,,https://twitter.com/LocalCryptosEN,,,,,,
152,loldefi,,loldefi is a crypto and defi inspired lifestyle brand that works closely with defi protocals to create cryptocurrency related merchandise,,,https://loldefi.com/,,,,,,,,,,https://twitter.com/loldefi,,,,,,
153,Loom,loom-network-new,"Loom Network is a multichain interoperability platform that's connected to other major blockchains such as Ethereum, Binance Chain, and Tron.",https://cdn-images-1.medium.com/max/1200/1*K76UVoLq-FOL7l-_Fag-Qw@2x.png,LOOM,https://loomx.io/,,,https://www.coingecko.com/en/coins/loom-network-new,,,,,https://github.com/loomnetwork,,https://twitter.com/loomnetwork,,https://t.me/loomnetwork,https://medium.com/loom-network,,,
154,Loopring,loopring,"Loopring is a zkRollup exchange and payment protocolLoopring is an Ethereum Layer-2 scaling protocol. It allows for building high-throughput, low-cost, non-custodial AMMs, orderbook exchanges, and payment applications on Ethereum by leveraging Zero-Knowledge Proofs.",https://raw.githubusercontent.com/trustwallet/assets/master/blockchains/ethereum/assets/0xBBbbCA6A901c926F240b89EacB641d8Aec7AEafD/logo.png,LRC,https://loopring.io/#/,https://exchange.loopring.io/swap,https://etherscan.io/token/0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,https://www.coingecko.com/en/coins/loopring,https://defillama.com/protocol/loopring,,https://dune.xyz/projects/loopring,https://loopring.org/resources/en_whitepaper.pdf,https://github.com/Loopring,https://docs.loopring.io/en/,https://twitter.com/loopringorg,https://discord.com/invite/KkYccYp,https://t.me/loopring_en,https://medium.com/loopring-protocol,,,
155,loopring wallet,,"Loopring Wallet with native zkRollup layer2 integration. Now you can transact directly on Loopring layer2, faster and cheaper.",,,https://loopring.io/#/wallet,,,,,,,,https://github.com/Loopring,,https://twitter.com/loopringorg,https://discord.com/invite/KkYccYp,,https://medium.loopring.io/,,,
156,Loot,,"Loot is randomized adventurer gear generated and stored on chain. Stats, images, and other functionality are intentionally omitted for others to interpret. Feel free to use Loot in any way you want.",,,https://opensea.io/collection/lootproject,,,,,,,,,,https://twitter.com/lootproject,https://discord.com/invite/KuYyKXam9G,,,,,
